tender_id,department,estimated_cost,participating_bidders,bid_amounts,winning_bidder,winning_bid,tender_date,location
T00448,Energy,152346,"Global Constructions LTD,Prime Engineering Inc,Elite Infrastructure Corp,Crown Engineering Inc,Best Projects Corp,Crown Engineering Ltd,Royal Services Inc","140658,215414,175340,187410,179486,152342,189203",Global Constructions LTD,140658.4313838807,2025-10-12 13:17:22.872395,Northwest
T00449,Health,1528670,"Royal Infrastructure LTD,United Solutions PVT LTD,Royal Solutions Inc,Tech Projects LTD","1383657,1515495,1525186,1535830",Royal Infrastructure LTD,1383657.1978845038,2024-10-09 13:17:22.872395,East
T00450,Transport,4331965,"Global Constructions Inc,Prime Engineering Inc,United Projects PVT LTD,Tech Infrastructure LTD,Crown Projects Corp,Best Services Ltd,Global Engineering Inc","4285513,3559288,5421610,6889712,4505268,3615418,3177927",Global Engineering Inc,3177927.1501802863,2025-11-28 13:17:22.872395,South
T00451,Energy,736251,"Elite Solutions PVT LTD,Prime Constructions LTD,Global Solutions PVT LTD,Best Projects Inc,United Projects Corp","735897,654398,591782,870024,883883",Global Solutions PVT LTD,960935.9552309747,2024-12-15 13:17:22.872395,South
T00452,Housing,49205,"Crown Solutions Corp,Royal Services Inc,Crown Projects Corp,Global Infrastructure Corp,Prime Engineering Inc","67624,55191,65099,37621,37443",Prime Engineering Inc,37443.39827070712,2025-09-11 13:17:22.872395,North
T00453,Transport,399875,"Crown Engineering Inc,Best Services Inc,Crown Engineering Ltd,Elite Infrastructure Corp","460525,380930,325667,511400",Crown Engineering Ltd,325667.9020405126,2025-02-19 13:17:22.872395,Central
T00454,Transport,117630,"Best Services Inc,Best Services Ltd","162916,134737",Best Services Ltd,134737.7589490782,2025-01-24 13:17:22.872395,South
T00455,Transport,407122,"Global Services Inc,Global Solutions Corp,Crown Solutions LTD,Elite Infrastructure PVT LTD,Best Projects Inc,Tech Solutions PVT LTD,Best Services Inc,Global Infrastructure Corp","443534,413453,361532,393856,413570,265965,446190,334677",Tech Solutions PVT LTD,265965.36032031226,2025-06-30 13:17:22.872395,East
T00456,Housing,88642,"Crown Engineering Inc,Royal Services Inc,Crown Engineering Ltd,Prime Engineering PVT LTD,Best Projects Inc,Global Services Inc","95436,88339,88242,89208,88436,89167",Crown Engineering Ltd,88242.31113510084,2024-04-30 13:17:22.872395,South
T00457,Housing,39789,"Royal Services Inc,Global Services Inc,Elite Infrastructure Corp,Elite Services Ltd,Global Projects Ltd,Tech Solutions PVT LTD,United Solutions PVT LTD","42285,40490,40025,40512,39234,39753,39951",Global Projects Ltd,39234.23361425866,2025-01-23 13:17:22.872395,Northeast
T00458,Health,33767,"Prime Engineering Inc,Global Infrastructure Corp,Prime Projects Inc,Crown Engineering Ltd,Elite Services Ltd,Royal Solutions Inc,Global Engineering Inc,Best Services Ltd","45493,27002,31429,28542,38658,34317,29467,41209",Global Infrastructure Corp,27002.624457790072,2025-10-01 13:17:22.872395,Northwest
T00459,Transport,732968,"Global Solutions PVT LTD,Crown Projects Corp","760575,968015",Global Solutions PVT LTD,760575.6809664381,2024-10-28 13:17:22.872395,South
T00460,Education,602136,"Global Infrastructure Inc,Global Projects PVT LTD,Crown Solutions Corp","513957,516118,551379",Global Infrastructure Inc,513957.9554129269,2024-03-04 13:17:22.872395,Central
T00461,Housing,358552,"Global Services Ltd,Best Services Ltd,Elite Infrastructure Corp,United Solutions PVT LTD,Global Services Inc,Best Projects PVT LTD,Best Projects Ltd,Global Solutions PVT LTD","376222,374961,376771,371169,374139,375286,376773,376434",United Solutions PVT LTD,371169.9900973388,2024-09-01 13:17:22.872395,Northwest
T00462,PWD,89170,"Tech Solutions PVT LTD,Global Constructions LTD,Global Services Inc,Elite Infrastructure PVT LTD,Global Projects PVT LTD,Prime Projects Inc,Global Services Ltd","97294,53736,102202,91448,85289,134278,77910",Global Constructions LTD,53736.65962087948,2025-03-12 13:17:22.872395,East
T00463,Health,273142,"United Projects Corp,Prime Engineering Inc,Prime Constructions LTD,Global Services Ltd,Crown Engineering Ltd","244684,265227,323157,284733,210917",Crown Engineering Ltd,210917.43151267705,2024-07-21 13:17:22.872395,Northeast
T00464,Transport,225057,"Royal Services Inc,Global Solutions Corp,Tech Solutions PVT LTD,Global Services Inc,Crown Engineering Ltd,Crown Engineering Inc","233785,232678,231587,233662,232523,233783",Tech Solutions PVT LTD,231587.40218545098,2026-02-26 13:17:22.872395,Northeast
T00465,Water Supply,3217400,"Global Infrastructure Inc,Crown Engineering Ltd,Elite Services Ltd,Crown Constructions Ltd","3608567,3250895,3610810,2459024",Crown Constructions Ltd,2459024.3222015295,2025-01-12 13:17:22.872395,Northeast
T00466,Transport,1066991,"Global Projects Ltd,Royal Solutions Inc,Crown Engineering Ltd,Global Engineering Corp,Global Services Ltd,Tech Projects LTD,Global Solutions Corp,Elite Services Ltd","1411880,1192065,783461,1095594,947754,1118331,836588,1023071",Crown Engineering Ltd,783461.8318938158,2026-02-20 13:17:22.872395,West
T00467,Energy,230173,"Elite Services Inc,Best Projects Inc,Royal Services Inc,Global Services Ltd","227873,227744,227286,229365",Royal Services Inc,227286.39731543206,2024-06-18 13:17:22.872395,South
T00468,Water Supply,219721,"Crown Solutions Corp,Tech Solutions PVT LTD,United Projects Corp,Global Projects PVT LTD,Royal Infrastructure LTD,Crown Constructions Ltd,Prime Solutions Ltd,Tech Services LTD","219971,215871,215951,220370,220301,223043,220229,223762",Tech Solutions PVT LTD,215871.85208700443,2024-08-22 13:17:22.872395,North
T00469,Water Supply,11732496,"Prime Solutions Ltd,Elite Infrastructure PVT LTD,Elite Services Ltd,Crown Constructions Ltd","11732496,11732496,11732496,11732496,11732496",Crown Constructions Ltd,11534070.175585277,2024-11-14 13:17:22.872395,North
T00470,Energy,1223173,"United Projects PVT LTD,Crown Solutions LTD,Elite Services Ltd,Prime Engineering Inc,Crown Engineering Inc,Royal Services Inc,Global Infrastructure Corp","1131910,1204741,1224081,1210738,1216232,1247122,1232190",United Projects PVT LTD,1131910.695881182,2024-04-22 13:17:22.872395,West
T00471,PWD,2167503,"Global Projects Ltd,Prime Constructions LTD,Best Projects PVT LTD,Global Solutions Corp,Crown Solutions LTD","2167503,2167503,2167503,2167503,2167503",Global Projects Ltd,1952567.959325186,2025-03-23 13:17:22.872395,Northwest
T00472,PWD,21245,"Royal Solutions Inc,Global Constructions Inc,Elite Infrastructure Corp,Global Services Ltd,Prime Solutions Ltd,Elite Infrastructure PVT LTD,Elite Services Inc,Global Projects PVT LTD","20760,20727,21086,20936,20990,20818,20850,20785",Global Constructions Inc,20727.426462431395,2025-06-09 13:17:22.872395,Northwest
T00473,Energy,1268676,"Elite Services Inc,Tech Infrastructure LTD,Global Engineering Inc,Global Projects PVT LTD,Global Engineering Corp,Tech Projects LTD,Crown Projects Corp","1562069,1060219,975834,1402865,1183309,1148852,1429182",Global Engineering Inc,975834.1273269367,2024-08-25 13:17:22.872395,South
T00474,PWD,50585,"Crown Solutions LTD,Global Engineering Corp,Best Projects Corp,Elite Services Ltd,Best Services Ltd,Elite Infrastructure PVT LTD,Global Projects PVT LTD","35989,44887,62754,45279,69650,64319,53530",Crown Solutions LTD,35989.53528471565,2026-02-23 13:17:22.872395,West
T00475,Health,832300,"Tech Infrastructure LTD,Global Infrastructure Corp,Prime Solutions Ltd,Tech Solutions PVT LTD,Global Constructions Inc,Prime Projects Inc,Best Projects Inc","864268,820314,829497,833917,829062,832952,848830",Global Infrastructure Corp,820314.4597458208,2024-09-30 13:17:22.872395,West
T00476,PWD,763270,"Tech Infrastructure LTD,Prime Engineering Inc,United Solutions PVT LTD,Best Services Ltd,Global Infrastructure PVT LTD,Crown Constructions Ltd","790054,760094,752065,752850,776986,774859",United Solutions PVT LTD,752065.4955684799,2024-06-10 13:17:22.872395,West
T00477,PWD,208916,"Tech Solutions PVT LTD,United Projects Corp,Global Engineering Corp,Crown Projects Corp,Elite Solutions PVT LTD,Elite Infrastructure PVT LTD,Elite Infrastructure Corp,Tech Services LTD","165199,144835,169299,281862,302921,204638,163060,317697",United Projects Corp,144835.0933328613,2025-05-15 13:17:22.872395,East
T00478,Water Supply,5465832,"Crown Projects Corp,Best Projects Ltd","5412496,5293313",Best Projects Ltd,5078575.0259295385,2024-08-25 13:17:22.872395,East
T00479,Housing,821297,"Prime Engineering Inc,Tech Solutions PVT LTD,Prime Solutions Ltd,Global Engineering Inc,Prime Constructions LTD","1097823,1081586,874376,942275,1101240",Prime Solutions Ltd,874376.64433081,2025-01-13 13:17:22.872395,West
T00480,Energy,94371,"Crown Engineering Inc,Global Infrastructure PVT LTD,Crown Engineering Ltd,Royal Infrastructure LTD","93697,101147,155951,65314",Royal Infrastructure LTD,65314.7749722719,2025-09-12 13:17:22.872395,South
T00481,Education,476366,"Prime Solutions Ltd,Global Solutions Corp,Best Services Inc,Global Projects Ltd,Best Services Ltd","484648,477278,480134,476481,481614",Global Projects Ltd,476481.2345600739,2024-04-18 13:17:22.872395,West
T00482,Housing,18722,"Elite Infrastructure PVT LTD,Global Engineering Inc,Tech Solutions PVT LTD,Royal Services Inc,Global Infrastructure Corp,United Projects PVT LTD,Global Services Inc","23774,19599,23209,19581,22432,17640,24339",United Projects PVT LTD,17640.596457223575,2024-08-05 13:17:22.872395,Northeast
T00483,Transport,808990,"Crown Engineering Inc,Global Solutions PVT LTD,United Projects PVT LTD,Global Infrastructure Corp,Crown Projects Corp,Global Projects Ltd,Best Projects Inc,Tech Solutions PVT LTD","841004,684984,712037,687259,653628,1237366,1055800,1187802",Crown Projects Corp,653628.776103533,2024-10-22 13:17:22.872395,North
T00484,PWD,79859,"Crown Solutions Corp,Royal Solutions Inc,Crown Services Corp,Global Projects Ltd,Global Solutions PVT LTD,Best Projects PVT LTD,Tech Projects LTD,United Solutions PVT LTD","73275,78810,79916,78945,79166,79540,80855,78306",Crown Solutions Corp,73275.23616464552,2025-01-04 13:17:22.872395,West
T00485,Housing,3714460,"Crown Solutions LTD,Tech Services LTD,Elite Solutions PVT LTD","4705567,3635557,4536324",Tech Services LTD,3635557.076676348,2024-07-05 13:17:22.872395,West
T00486,PWD,8686688,"Best Projects PVT LTD,Best Projects Corp","10100722,9891652",Best Projects Corp,9891652.423081158,2024-07-11 13:17:22.872395,West
T00487,Housing,289666,"Global Engineering Corp,Prime Solutions Ltd,Global Services Ltd","274086,294270,286841",Global Engineering Corp,274086.65326574876,2024-09-26 13:17:22.872395,Northeast
T00488,PWD,245626,"Global Constructions LTD,Tech Infrastructure LTD,Global Services Ltd,Best Services Inc,Global Solutions PVT LTD,United Constructions Inc","228297,195835,285901,287772,287428,209026",Tech Infrastructure LTD,195835.94690325842,2024-05-11 13:17:22.872395,West
T00489,Housing,39471,"Global Services Inc,Global Solutions PVT LTD,United Projects PVT LTD,Best Projects Ltd,Prime Engineering PVT LTD,United Solutions PVT LTD","44146,40979,48252,34310,45951,48737",Best Projects Ltd,43515.560627118764,2024-03-16 13:17:22.872395,Northeast
T00490,Transport,433392,"Elite Infrastructure PVT LTD,Elite Services Ltd,Global Projects Ltd,Crown Solutions Corp,Global Constructions Inc,Global Infrastructure Corp","448275,437367,434693,428309,433469,430136",Crown Solutions Corp,428309.4888136347,2024-08-02 13:17:22.872395,Central
T00491,Energy,934491,"Prime Constructions LTD,Prime Engineering Inc,Global Projects Ltd,Global Engineering Corp,Crown Projects Corp","790872,1088774,686387,823407,1052885",Global Projects Ltd,686387.0579229875,2025-02-19 13:17:22.872395,East
T00492,Health,193094,"United Solutions PVT LTD,Tech Projects LTD,Global Engineering Corp,Best Projects PVT LTD,Prime Engineering PVT LTD","210079,203678,180431,207927,188374",Elite Services Inc,180431.76284472982,2024-04-11 13:17:22.872395,East
T00493,PWD,993581,"Prime Engineering PVT LTD,Best Projects Inc,Best Services Ltd,Crown Projects Corp","984448,987217,988574,998335",Prime Engineering PVT LTD,984448.4501116308,2025-04-19 13:17:22.872395,West
T00494,Education,283892,"Prime Projects Inc,Best Services Inc,Prime Engineering Inc,Prime Engineering PVT LTD","327684,253559,308967,303351",Best Services Inc,253559.24452500476,2024-12-04 13:17:22.872395,North
T00495,PWD,618475,"Global Infrastructure Inc,Prime Projects Inc,Royal Infrastructure LTD","964291,619567,501691",Royal Infrastructure LTD,501691.7041979368,2026-02-03 13:17:22.872395,Northwest
T00496,Education,522310,"Global Engineering Corp,Prime Constructions LTD,Global Engineering Inc,Elite Solutions PVT LTD,Royal Infrastructure LTD","509017,559135,664391,609931,615007",Global Engineering Corp,509017.01512083085,2025-01-26 13:17:22.872395,Northeast
T00497,Housing,263803,"Prime Engineering Inc,Global Solutions PVT LTD,Global Infrastructure PVT LTD,Best Services Ltd,Crown Services Corp,Crown Solutions LTD,Elite Services Inc","274621,266356,265678,261189,267739,260308,259092",Elite Services Inc,259092.90075630278,2024-10-06 13:17:22.872395,West
T00498,Water Supply,368344,"Global Infrastructure Inc,Global Solutions PVT LTD,Global Projects Ltd,Elite Infrastructure Corp,Crown Engineering Ltd","528646,394175,344533,281487,384266",Elite Infrastructure Corp,281487.3415299308,2025-01-16 13:17:22.872395,Central
T00499,Housing,573214,"Best Services Ltd,Best Projects Inc,Royal Solutions Inc,United Constructions Inc,Elite Services Ltd,Global Infrastructure PVT LTD,Elite Solutions PVT LTD,Best Services Inc","822678,618329,618207,509100,610452,630094,691404,471347",Best Services Inc,471347.0590585193,2024-09-17 13:17:22.872395,South
T00500,Housing,4124827,"Global Constructions LTD,United Projects Corp,Best Projects Ltd,Best Projects PVT LTD,Elite Infrastructure Corp,Best Projects Inc","3946525,3426007,4185260,4282269,3126575,4834033",Elite Infrastructure Corp,3126575.8431351595,2025-03-16 13:17:22.872395,West
